Algorithm Used,Memory Depth,Mutation Rate,Opponent_Name,Coop Rate,Evaluation
Simulated Annealing,4,0.05,RandomStrategy,0.335,0
Simulated Annealing,4,0.05,GrimTrigger,0.015,0
Simulated Annealing,4,0.05,ZDGTFT2,1,1
Simulated Annealing,4,0.05,Extort2,0.835,0
Simulated Annealing,4,0.05,HardJoss,0.675,0
Simulated Annealing,4,0.05,GTFT,1,1
Simulated Annealing,4,0.05,WSLS,1,1
Simulated Annealing,4,0.05,HardMajo,0.5,0
Simulated Annealing,4,0.05,Grudger,0.01,0
Simulated Annealing,4,0.05,Prober,0.015,0
Simulated Annealing,3,0.1,TFT,1,1
Simulated Annealing,3,0.1,TitForTwoTats,1,1
Simulated Annealing,3,0.1,ShortTermTitForTat,1,1
Simulated Annealing,3,0.1,AlwaysDefect,0.005,0
Simulated Annealing,3,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.1,RandomStrategy,0.135,0
Simulated Annealing,3,0.1,GrimTrigger,0.01,0
Simulated Annealing,3,0.1,ZDGTFT2,1,1
Simulated Annealing,3,0.1,Extort2,0.81,0
Simulated Annealing,3,0.1,HardJoss,1,0
Simulated Annealing,3,0.1,GTFT,1,1
Simulated Annealing,3,0.1,WSLS,0.335,0
Simulated Annealing,3,0.1,HardMajo,0.5,0
Simulated Annealing,3,0.1,Grudger,0.005,0
Simulated Annealing,3,0.1,Prober,0.015,0
Simulated Annealing,4,0.05,TFT,1,1
Simulated Annealing,4,0.05,TitForTwoTats,0.425,0
Simulated Annealing,4,0.05,ShortTermTitForTat,1,1
Simulated Annealing,4,0.05,AlwaysDefect,0.005,0
Simulated Annealing,4,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.05,RandomStrategy,0.35,0
Simulated Annealing,4,0.05,GrimTrigger,0.015,0
Simulated Annealing,4,0.05,ZDGTFT2,1,1
Simulated Annealing,4,0.05,Extort2,0.685,0
Simulated Annealing,4,0.05,HardJoss,0.79,0
Simulated Annealing,4,0.05,GTFT,0.615,1
Simulated Annealing,4,0.05,WSLS,0.205,0
Simulated Annealing,4,0.05,HardMajo,0.505,0
Simulated Annealing,4,0.05,Grudger,0.02,0
Simulated Annealing,4,0.05,Prober,0.98,0
Simulated Annealing,4,0.01,TFT,1,1
Simulated Annealing,4,0.01,TitForTwoTats,1,1
Simulated Annealing,4,0.01,ShortTermTitForTat,1,1
Simulated Annealing,4,0.01,AlwaysDefect,0.005,0
Simulated Annealing,4,0.01,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.01,RandomStrategy,0.445,0
Simulated Annealing,4,0.01,GrimTrigger,0.02,0
Simulated Annealing,4,0.01,ZDGTFT2,1,1
Simulated Annealing,4,0.01,Extort2,0.635,0
Simulated Annealing,4,0.01,HardJoss,0.81,0
Simulated Annealing,4,0.01,GTFT,0.63,0
Simulated Annealing,4,0.01,WSLS,1,1
Simulated Annealing,4,0.01,HardMajo,0.5,0
Simulated Annealing,4,0.01,Grudger,1,1
Simulated Annealing,4,0.01,Prober,0.98,0
Simulated Annealing,1,0.1,TFT,1,1
Simulated Annealing,1,0.1,TitForTwoTats,1,1
Simulated Annealing,1,0.1,ShortTermTitForTat,1,1
Simulated Annealing,1,0.1,AlwaysDefect,0.005,0
Simulated Annealing,1,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,1,0.1,RandomStrategy,0.545,0
Simulated Annealing,1,0.1,GrimTrigger,0.005,0
Simulated Annealing,1,0.1,ZDGTFT2,1,1
Simulated Annealing,1,0.1,Extort2,1,0
Simulated Annealing,1,0.1,HardJoss,1,0
Simulated Annealing,1,0.1,GTFT,1,1
Simulated Annealing,1,0.1,WSLS,0.335,0
Simulated Annealing,1,0.1,HardMajo,1,0
Simulated Annealing,1,0.1,Grudger,1,0
Simulated Annealing,1,0.1,Prober,0.015,0
Simulated Annealing,1,0.1,TFT,1,1
Simulated Annealing,1,0.1,TitForTwoTats,1,1
Simulated Annealing,1,0.1,ShortTermTitForTat,1,1
Simulated Annealing,1,0.1,AlwaysDefect,0.005,0
Simulated Annealing,1,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,1,0.1,RandomStrategy,0.005,0
Simulated Annealing,1,0.1,GrimTrigger,0.005,0
Simulated Annealing,1,0.1,ZDGTFT2,1,1
Simulated Annealing,1,0.1,Extort2,1,0
Simulated Annealing,1,0.1,HardJoss,1,0
Simulated Annealing,1,0.1,GTFT,1,1
Simulated Annealing,1,0.1,WSLS,0.335,0
Simulated Annealing,1,0.1,HardMajo,1,0
Simulated Annealing,1,0.1,Grudger,0.005,0
Simulated Annealing,1,0.1,Prober,0.005,0
Simulated Annealing,2,0.01,TFT,1,1
Simulated Annealing,2,0.01,TitForTwoTats,0.335,0
Simulated Annealing,2,0.01,ShortTermTitForTat,1,1
Simulated Annealing,2,0.01,AlwaysDefect,0.005,0
Simulated Annealing,2,0.01,AlwaysCooperate,1,1
Simulated Annealing,2,0.01,RandomStrategy,0.235,0
Simulated Annealing,2,0.01,GrimTrigger,1,1
Simulated Annealing,2,0.01,ZDGTFT2,1,1
Simulated Annealing,2,0.01,Extort2,1,0
Simulated Annealing,2,0.01,HardJoss,1,0
Simulated Annealing,2,0.01,GTFT,1,1
Simulated Annealing,2,0.01,WSLS,0.005,0
Simulated Annealing,2,0.01,HardMajo,1,0
Simulated Annealing,2,0.01,Grudger,0.005,0
Simulated Annealing,2,0.01,Prober,0.015,0
Simulated Annealing,4,0.1,TFT,1,1
Simulated Annealing,4,0.1,TitForTwoTats,0.425,0
Simulated Annealing,4,0.1,ShortTermTitForTat,1,1
Simulated Annealing,4,0.1,AlwaysDefect,0.015,0
Simulated Annealing,4,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.1,RandomStrategy,0.365,0
Simulated Annealing,4,0.1,GrimTrigger,1,0
Simulated Annealing,4,0.1,ZDGTFT2,1,1
Simulated Annealing,4,0.1,Extort2,0.755,0
Simulated Annealing,4,0.1,HardJoss,1,0
Simulated Annealing,4,0.1,GTFT,1,1
Simulated Annealing,4,0.1,WSLS,0.665,1
Simulated Annealing,4,0.1,HardMajo,0.99,1
Simulated Annealing,4,0.1,Grudger,0.005,0
Simulated Annealing,4,0.1,Prober,0.01,0
Simulated Annealing,1,0.1,TFT,1,1
Simulated Annealing,1,0.1,TitForTwoTats,1,1
Simulated Annealing,1,0.1,ShortTermTitForTat,1,1
Simulated Annealing,1,0.1,AlwaysDefect,0.005,0
Simulated Annealing,1,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,1,0.1,RandomStrategy,0.005,0
Simulated Annealing,1,0.1,GrimTrigger,0.005,0
Simulated Annealing,1,0.1,ZDGTFT2,1,1
Simulated Annealing,1,0.1,Extort2,1,0
Simulated Annealing,1,0.1,HardJoss,1,0
Simulated Annealing,1,0.1,GTFT,1,1
Simulated Annealing,1,0.1,WSLS,0.005,0
Simulated Annealing,1,0.1,HardMajo,1,0
Simulated Annealing,1,0.1,Grudger,0.005,0
Simulated Annealing,1,0.1,Prober,0.005,0
Simulated Annealing,3,0.01,TFT,1,1
Simulated Annealing,3,0.01,TitForTwoTats,1,1
Simulated Annealing,3,0.01,ShortTermTitForTat,1,1
Simulated Annealing,3,0.01,AlwaysDefect,0.015,0
Simulated Annealing,3,0.01,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.01,RandomStrategy,0.37,0
Simulated Annealing,3,0.01,GrimTrigger,0.99,0
Simulated Annealing,3,0.01,ZDGTFT2,0.55,0
Simulated Annealing,3,0.01,Extort2,0.775,0
Simulated Annealing,3,0.01,HardJoss,0.495,0
Simulated Annealing,3,0.01,GTFT,1,1
Simulated Annealing,3,0.01,WSLS,1,1
Simulated Annealing,3,0.01,HardMajo,0.98,0
Simulated Annealing,3,0.01,Grudger,0.01,0
Simulated Annealing,3,0.01,Prober,0.995,0
Simulated Annealing,3,0.05,TFT,1,1
Simulated Annealing,3,0.05,TitForTwoTats,1,1
Simulated Annealing,3,0.05,ShortTermTitForTat,1,1
Simulated Annealing,3,0.05,AlwaysDefect,0.005,0
Simulated Annealing,3,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.05,RandomStrategy,0.26,0
Simulated Annealing,3,0.05,GrimTrigger,0.005,0
Simulated Annealing,3,0.05,ZDGTFT2,1,1
Simulated Annealing,3,0.05,Extort2,0.835,0
Simulated Annealing,3,0.05,HardJoss,0.675,0
Simulated Annealing,3,0.05,GTFT,0.43,0
Simulated Annealing,3,0.05,WSLS,0.005,0
Simulated Annealing,3,0.05,HardMajo,0.995,0
Simulated Annealing,3,0.05,Grudger,1,0
Simulated Annealing,3,0.05,Prober,0.985,0
Simulated Annealing,2,0.1,TFT,1,1
Simulated Annealing,2,0.1,TitForTwoTats,0.335,0
Simulated Annealing,2,0.1,ShortTermTitForTat,1,1
Simulated Annealing,2,0.1,AlwaysDefect,0.005,0
Simulated Annealing,2,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,2,0.1,RandomStrategy,0.005,0
Simulated Annealing,2,0.1,GrimTrigger,1,0
Simulated Annealing,2,0.1,ZDGTFT2,1,1
Simulated Annealing,2,0.1,Extort2,1,0
Simulated Annealing,2,0.1,HardJoss,1,0
Simulated Annealing,2,0.1,GTFT,1,1
Simulated Annealing,2,0.1,WSLS,0.335,0
Simulated Annealing,2,0.1,HardMajo,0.995,0
Simulated Annealing,2,0.1,Grudger,0.005,0
Simulated Annealing,2,0.1,Prober,0.99,0
Simulated Annealing,2,0.1,TFT,1,1
Simulated Annealing,2,0.1,TitForTwoTats,1,1
Simulated Annealing,2,0.1,ShortTermTitForTat,1,1
Simulated Annealing,2,0.1,AlwaysDefect,0.005,0
Simulated Annealing,2,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,2,0.1,RandomStrategy,0.005,0
Simulated Annealing,2,0.1,GrimTrigger,1,0
Simulated Annealing,2,0.1,ZDGTFT2,1,1
Simulated Annealing,2,0.1,Extort2,1,0
Simulated Annealing,2,0.1,HardJoss,1,0
Simulated Annealing,2,0.1,GTFT,1,1
Simulated Annealing,2,0.1,WSLS,0.005,0
Simulated Annealing,2,0.1,HardMajo,0.995,0
Simulated Annealing,2,0.1,Grudger,0.005,0
Simulated Annealing,2,0.1,Prober,0.005,0
Simulated Annealing,1,0.01,TFT,1,1
Simulated Annealing,1,0.01,TitForTwoTats,1,1
Simulated Annealing,1,0.01,ShortTermTitForTat,1,1
Simulated Annealing,1,0.01,AlwaysDefect,0.005,0
Simulated Annealing,1,0.01,AlwaysCooperate,0.005,0
Simulated Annealing,1,0.01,RandomStrategy,0.005,0
Simulated Annealing,1,0.01,GrimTrigger,1,0
Simulated Annealing,1,0.01,ZDGTFT2,1,1
Simulated Annealing,1,0.01,Extort2,0.02,0
Simulated Annealing,1,0.01,HardJoss,0.005,0
Simulated Annealing,1,0.01,GTFT,1,1
Simulated Annealing,1,0.01,WSLS,0.005,0
Simulated Annealing,1,0.01,HardMajo,0.505,0
Simulated Annealing,1,0.01,Grudger,1,0
Simulated Annealing,1,0.01,Prober,1,0
Simulated Annealing,2,0.1,TFT,1,1
Simulated Annealing,2,0.1,TitForTwoTats,0.335,0
Simulated Annealing,2,0.1,ShortTermTitForTat,1,1
Simulated Annealing,2,0.1,AlwaysDefect,0.005,0
Simulated Annealing,2,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,2,0.1,RandomStrategy,0.005,0
Simulated Annealing,2,0.1,GrimTrigger,0.01,0
Simulated Annealing,2,0.1,ZDGTFT2,1,1
Simulated Annealing,2,0.1,Extort2,0.78,0
Simulated Annealing,2,0.1,HardJoss,1,0
Simulated Annealing,2,0.1,GTFT,1,1
Simulated Annealing,2,0.1,WSLS,0.335,0
Simulated Annealing,2,0.1,HardMajo,0.995,0
Simulated Annealing,2,0.1,Grudger,0.005,0
Simulated Annealing,2,0.1,Prober,0.01,0
Simulated Annealing,1,0.05,TFT,1,1
Simulated Annealing,1,0.05,TitForTwoTats,1,1
Simulated Annealing,1,0.05,ShortTermTitForTat,1,1
Simulated Annealing,1,0.05,AlwaysDefect,0.005,0
Simulated Annealing,1,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,1,0.05,RandomStrategy,0.005,0
Simulated Annealing,1,0.05,GrimTrigger,0.005,0
Simulated Annealing,1,0.05,ZDGTFT2,1,1
Simulated Annealing,1,0.05,Extort2,1,0
Simulated Annealing,1,0.05,HardJoss,0.525,0
Simulated Annealing,1,0.05,GTFT,1,1
Simulated Annealing,1,0.05,WSLS,0.335,0
Simulated Annealing,1,0.05,HardMajo,0.5,0
Simulated Annealing,1,0.05,Grudger,1,0
Simulated Annealing,1,0.05,Prober,0.015,0
Simulated Annealing,3,0.05,TFT,1,1
Simulated Annealing,3,0.05,TitForTwoTats,1,1
Simulated Annealing,3,0.05,ShortTermTitForTat,1,1
Simulated Annealing,3,0.05,AlwaysDefect,0.005,0
Simulated Annealing,3,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.05,RandomStrategy,0.335,0
Simulated Annealing,3,0.05,GrimTrigger,0.005,0
Simulated Annealing,3,0.05,ZDGTFT2,1,1
Simulated Annealing,3,0.05,Extort2,0.92,0
Simulated Annealing,3,0.05,HardJoss,0.595,0
Simulated Annealing,3,0.05,GTFT,1,1
Simulated Annealing,3,0.05,WSLS,0.335,0
Simulated Annealing,3,0.05,HardMajo,0.5,0
Simulated Annealing,3,0.05,Grudger,1,0
Simulated Annealing,3,0.05,Prober,0.01,0
Simulated Annealing,4,0.1,TFT,1,1
Simulated Annealing,4,0.1,TitForTwoTats,0.335,0
Simulated Annealing,4,0.1,ShortTermTitForTat,1,1
Simulated Annealing,4,0.1,AlwaysDefect,0.005,0
Simulated Annealing,4,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.1,RandomStrategy,0.325,0
Simulated Annealing,4,0.1,GrimTrigger,0.01,0
Simulated Annealing,4,0.1,ZDGTFT2,1,1
Simulated Annealing,4,0.1,Extort2,0.825,0
Simulated Annealing,4,0.1,HardJoss,0.715,0
Simulated Annealing,4,0.1,GTFT,1,1
Simulated Annealing,4,0.1,WSLS,0.335,0
Simulated Annealing,4,0.1,HardMajo,0.5,0
Simulated Annealing,4,0.1,Grudger,0.99,0
Simulated Annealing,4,0.1,Prober,0.01,0
Simulated Annealing,4,0.05,TFT,1,1
Simulated Annealing,4,0.05,TitForTwoTats,1,1
Simulated Annealing,4,0.05,ShortTermTitForTat,1,1
Simulated Annealing,4,0.05,AlwaysDefect,0.01,0
Simulated Annealing,4,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.05,RandomStrategy,0.34,0
Simulated Annealing,4,0.05,GrimTrigger,0.005,0
Simulated Annealing,4,0.05,ZDGTFT2,1,1
Simulated Annealing,4,0.05,Extort2,0.57,0
Simulated Annealing,4,0.05,HardJoss,0.76,0
Simulated Annealing,4,0.05,GTFT,1,1
Simulated Annealing,4,0.05,WSLS,0.665,1
Simulated Annealing,4,0.05,HardMajo,0.5,0
Simulated Annealing,4,0.05,Grudger,0.01,0
Simulated Annealing,4,0.05,Prober,0.99,0
Simulated Annealing,2,0.1,TFT,1,1
Simulated Annealing,2,0.1,TitForTwoTats,1,1
Simulated Annealing,2,0.1,ShortTermTitForTat,1,1
Simulated Annealing,2,0.1,AlwaysDefect,0.005,0
Simulated Annealing,2,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,2,0.1,RandomStrategy,0.26,0
Simulated Annealing,2,0.1,GrimTrigger,0.005,0
Simulated Annealing,2,0.1,ZDGTFT2,1,1
Simulated Annealing,2,0.1,Extort2,0.81,0
Simulated Annealing,2,0.1,HardJoss,1,0
Simulated Annealing,2,0.1,GTFT,1,1
Simulated Annealing,2,0.1,WSLS,0.335,0
Simulated Annealing,2,0.1,HardMajo,1,0
Simulated Annealing,2,0.1,Grudger,0.01,0
Simulated Annealing,2,0.1,Prober,0.99,0
Simulated Annealing,3,0.05,TFT,1,1
Simulated Annealing,3,0.05,TitForTwoTats,0.425,0
Simulated Annealing,3,0.05,ShortTermTitForTat,1,1
Simulated Annealing,3,0.05,AlwaysDefect,0.005,0
Simulated Annealing,3,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.05,RandomStrategy,0.095,0
Simulated Annealing,3,0.05,GrimTrigger,0.01,0
Simulated Annealing,3,0.05,ZDGTFT2,1,1
Simulated Annealing,3,0.05,Extort2,0.925,0
Simulated Annealing,3,0.05,HardJoss,1,0
Simulated Annealing,3,0.05,GTFT,1,1
Simulated Annealing,3,0.05,WSLS,0.005,0
Simulated Annealing,3,0.05,HardMajo,0.995,0
Simulated Annealing,3,0.05,Grudger,1,0
Simulated Annealing,3,0.05,Prober,0.005,0
Simulated Annealing,3,0.1,TFT,1,1
Simulated Annealing,3,0.1,TitForTwoTats,0.4,0
Simulated Annealing,3,0.1,ShortTermTitForTat,1,1
Simulated Annealing,3,0.1,AlwaysDefect,0.005,0
Simulated Annealing,3,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.1,RandomStrategy,0.12,0
Simulated Annealing,3,0.1,GrimTrigger,0.005,0
Simulated Annealing,3,0.1,ZDGTFT2,1,1
Simulated Annealing,3,0.1,Extort2,0.86,0
Simulated Annealing,3,0.1,HardJoss,1,0
Simulated Annealing,3,0.1,GTFT,1,1
Simulated Annealing,3,0.1,WSLS,0.005,0
Simulated Annealing,3,0.1,HardMajo,0.5,0
Simulated Annealing,3,0.1,Grudger,0.01,0
Simulated Annealing,3,0.1,Prober,0.015,0
Simulated Annealing,2,0.1,TFT,1,1
Simulated Annealing,2,0.1,TitForTwoTats,0.335,0
Simulated Annealing,2,0.1,ShortTermTitForTat,1,1
Simulated Annealing,2,0.1,AlwaysDefect,0.005,0
Simulated Annealing,2,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,2,0.1,RandomStrategy,0.005,0
Simulated Annealing,2,0.1,GrimTrigger,0.01,0
Simulated Annealing,2,0.1,ZDGTFT2,1,1
Simulated Annealing,2,0.1,Extort2,0.59,0
Simulated Annealing,2,0.1,HardJoss,1,0
Simulated Annealing,2,0.1,GTFT,1,1
Simulated Annealing,2,0.1,WSLS,0.005,0
Simulated Annealing,2,0.1,HardMajo,0.995,0
Simulated Annealing,2,0.1,Grudger,0.995,0
Simulated Annealing,2,0.1,Prober,0.005,0
Simulated Annealing,2,0.1,TFT,1,1
Simulated Annealing,2,0.1,TitForTwoTats,0.335,0
Simulated Annealing,2,0.1,ShortTermTitForTat,1,1
Simulated Annealing,2,0.1,AlwaysDefect,0.005,0
Simulated Annealing,2,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,2,0.1,RandomStrategy,0.005,0
Simulated Annealing,2,0.1,GrimTrigger,0.005,0
Simulated Annealing,2,0.1,ZDGTFT2,1,1
Simulated Annealing,2,0.1,Extort2,1,0
Simulated Annealing,2,0.1,HardJoss,1,0
Simulated Annealing,2,0.1,GTFT,1,1
Simulated Annealing,2,0.1,WSLS,0.005,0
Simulated Annealing,2,0.1,HardMajo,0.995,0
Simulated Annealing,2,0.1,Grudger,0.005,0
Simulated Annealing,2,0.1,Prober,0.005,0
Simulated Annealing,5,0.1,TFT,1,1
Simulated Annealing,5,0.1,TitForTwoTats,0.365,0
Simulated Annealing,5,0.1,ShortTermTitForTat,1,1
Simulated Annealing,5,0.1,AlwaysDefect,0.01,0
Simulated Annealing,5,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,5,0.1,RandomStrategy,0.425,0
Simulated Annealing,5,0.1,GrimTrigger,0.02,0
Simulated Annealing,5,0.1,ZDGTFT2,1,1
Simulated Annealing,5,0.1,Extort2,0.875,0
Simulated Annealing,5,0.1,HardJoss,0.855,0
Simulated Annealing,5,0.1,GTFT,0.625,0
Simulated Annealing,5,0.1,WSLS,1,1
Simulated Annealing,5,0.1,HardMajo,0.505,0
Simulated Annealing,5,0.1,Grudger,0.02,0
Simulated Annealing,5,0.1,Prober,0.025,0
Simulated Annealing,4,0.05,TFT,1,1
Simulated Annealing,4,0.05,TitForTwoTats,0.495,0
Simulated Annealing,4,0.05,ShortTermTitForTat,1,1
Simulated Annealing,4,0.05,AlwaysDefect,0.005,0
Simulated Annealing,4,0.05,AlwaysCooperate,1,1
Simulated Annealing,4,0.05,RandomStrategy,0.345,0
Simulated Annealing,4,0.05,GrimTrigger,0.015,0
Simulated Annealing,4,0.05,ZDGTFT2,0.665,0
Simulated Annealing,4,0.05,Extort2,0.71,0
Simulated Annealing,4,0.05,HardJoss,0.665,0
Simulated Annealing,4,0.05,GTFT,1,1
Simulated Annealing,4,0.05,WSLS,1,1
Simulated Annealing,4,0.05,HardMajo,0.5,0
Simulated Annealing,4,0.05,Grudger,0.985,0
Simulated Annealing,4,0.05,Prober,0.98,0
Simulated Annealing,4,0.05,TFT,1,1
Simulated Annealing,4,0.05,TitForTwoTats,0.4,0
Simulated Annealing,4,0.05,ShortTermTitForTat,1,1
Simulated Annealing,4,0.05,AlwaysDefect,0.01,0
Simulated Annealing,4,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.05,RandomStrategy,0.435,0
Simulated Annealing,4,0.05,GrimTrigger,0.005,0
Simulated Annealing,4,0.05,ZDGTFT2,1,1
Simulated Annealing,4,0.05,Extort2,0.82,0
Simulated Annealing,4,0.05,HardJoss,0.92,0
Simulated Annealing,4,0.05,GTFT,1,1
Simulated Annealing,4,0.05,WSLS,0.665,1
Simulated Annealing,4,0.05,HardMajo,0.5,0
Simulated Annealing,4,0.05,Grudger,0.02,0
Simulated Annealing,4,0.05,Prober,0.985,0
Simulated Annealing,3,0.05,TFT,1,1
Simulated Annealing,3,0.05,TitForTwoTats,0.425,0
Simulated Annealing,3,0.05,ShortTermTitForTat,1,1
Simulated Annealing,3,0.05,AlwaysDefect,0.01,0
Simulated Annealing,3,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.05,RandomStrategy,0.525,0
Simulated Annealing,3,0.05,GrimTrigger,0.01,0
Simulated Annealing,3,0.05,ZDGTFT2,1,1
Simulated Annealing,3,0.05,Extort2,0.955,0
Simulated Annealing,3,0.05,HardJoss,1,0
Simulated Annealing,3,0.05,GTFT,1,1
Simulated Annealing,3,0.05,WSLS,0.005,0
Simulated Annealing,3,0.05,HardMajo,0.5,0
Simulated Annealing,3,0.05,Grudger,0.015,0
Simulated Annealing,3,0.05,Prober,0.005,0
Simulated Annealing,3,0.01,TFT,1,1
Simulated Annealing,3,0.01,TitForTwoTats,1,1
Simulated Annealing,3,0.01,ShortTermTitForTat,0.5,0
Simulated Annealing,3,0.01,AlwaysDefect,0.99,0
Simulated Annealing,3,0.01,AlwaysCooperate,1,1
Simulated Annealing,3,0.01,RandomStrategy,0.745,0
Simulated Annealing,3,0.01,GrimTrigger,0.005,0
Simulated Annealing,3,0.01,ZDGTFT2,1,1
Simulated Annealing,3,0.01,Extort2,0.955,0
Simulated Annealing,3,0.01,HardJoss,0.755,0
Simulated Annealing,3,0.01,GTFT,0.55,0
Simulated Annealing,3,0.01,WSLS,1,1
Simulated Annealing,3,0.01,HardMajo,0.5,0
Simulated Annealing,3,0.01,Grudger,0.015,0
Simulated Annealing,3,0.01,Prober,0.255,0
Simulated Annealing,3,0.01,TFT,1,1
Simulated Annealing,3,0.01,TitForTwoTats,0.425,0
Simulated Annealing,3,0.01,ShortTermTitForTat,0.5,0
Simulated Annealing,3,0.01,AlwaysDefect,0.01,0
Simulated Annealing,3,0.01,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.01,RandomStrategy,0.345,0
Simulated Annealing,3,0.01,GrimTrigger,0.995,0
Simulated Annealing,3,0.01,ZDGTFT2,0.605,0
Simulated Annealing,3,0.01,Extort2,0.83,0
Simulated Annealing,3,0.01,HardJoss,0.66,0
Simulated Annealing,3,0.01,GTFT,0.565,0
Simulated Annealing,3,0.01,WSLS,0.335,0
Simulated Annealing,3,0.01,HardMajo,0.5,0
Simulated Annealing,3,0.01,Grudger,0.99,0
Simulated Annealing,3,0.01,Prober,0.985,0
Simulated Annealing,4,0.1,TFT,1,1
Simulated Annealing,4,0.1,TitForTwoTats,0.425,0
Simulated Annealing,4,0.1,ShortTermTitForTat,1,1
Simulated Annealing,4,0.1,AlwaysDefect,0.005,0
Simulated Annealing,4,0.1,AlwaysCooperate,0.005,0
Simulated Annealing,4,0.1,RandomStrategy,0.31,0
Simulated Annealing,4,0.1,GrimTrigger,0.015,0
Simulated Annealing,4,0.1,ZDGTFT2,1,1
Simulated Annealing,4,0.1,Extort2,0.79,0
Simulated Annealing,4,0.1,HardJoss,0.8,0
Simulated Annealing,4,0.1,GTFT,0.595,0
Simulated Annealing,4,0.1,WSLS,0.665,1
Simulated Annealing,4,0.1,HardMajo,0.99,1
Simulated Annealing,4,0.1,Grudger,0.005,0
Simulated Annealing,4,0.1,Prober,0.01,0
Simulated Annealing,5,0.05,TFT,1,1
Simulated Annealing,5,0.05,TitForTwoTats,0.495,0
Simulated Annealing,5,0.05,ShortTermTitForTat,1,1
Simulated Annealing,5,0.05,AlwaysDefect,0.015,0
Simulated Annealing,5,0.05,AlwaysCooperate,0.005,0
Simulated Annealing,5,0.05,RandomStrategy,0.41,0
Simulated Annealing,5,0.05,GrimTrigger,0.025,0
Simulated Annealing,5,0.05,ZDGTFT2,0.665,0
Simulated Annealing,5,0.05,Extort2,0.54,0
Simulated Annealing,5,0.05,HardJoss,0.85,0
Simulated Annealing,5,0.05,GTFT,0.435,0
Simulated Annealing,5,0.05,WSLS,0.665,1
Simulated Annealing,5,0.05,HardMajo,0.505,0
Simulated Annealing,5,0.05,Grudger,0.015,0
Simulated Annealing,5,0.05,Prober,0.02,0
Simulated Annealing,2,0.01,TFT,1,1
Simulated Annealing,2,0.01,TitForTwoTats,0.335,0
Simulated Annealing,2,0.01,ShortTermTitForTat,0.425,0
Simulated Annealing,2,0.01,AlwaysDefect,0.01,0
Simulated Annealing,2,0.01,AlwaysCooperate,1,1
Simulated Annealing,2,0.01,RandomStrategy,0.535,0
Simulated Annealing,2,0.01,GrimTrigger,1,0
Simulated Annealing,2,0.01,ZDGTFT2,1,1
Simulated Annealing,2,0.01,Extort2,0.59,0
Simulated Annealing,2,0.01,HardJoss,0.51,0
Simulated Annealing,2,0.01,GTFT,1,1
Simulated Annealing,2,0.01,WSLS,1,1
Simulated Annealing,2,0.01,HardMajo,0.505,0
Simulated Annealing,2,0.01,Grudger,0.995,0
Simulated Annealing,2,0.01,Prober,0.02,0
Simulated Annealing,3,0.01,TFT,1,1
Simulated Annealing,3,0.01,TitForTwoTats,1,1
Simulated Annealing,3,0.01,ShortTermTitForTat,1,1
Simulated Annealing,3,0.01,AlwaysDefect,0.01,0
Simulated Annealing,3,0.01,AlwaysCooperate,0.005,0
Simulated Annealing,3,0.01,RandomStrategy,0.41,0
Simulated Annealing,3,0.01,GrimTrigger,0.995,0
Simulated Annealing,3,0.01,ZDGTFT2,0.325,0
Simulated Annealing,3,0.01,Extort2,0.005,0
Simulated Annealing,3,0.01,HardJoss,0.055,0
Simulated Annealing,3,0.01,GTFT,1,1
Simulated Annealing,3,0.01,WSLS,1,1
Simulated Annealing,3,0.01,HardMajo,0.5,0
Simulated Annealing,3,0.01,Grudger,0.01,0
Simulated Annealing,3,0.01,Prober,0.98,0
Simulated Annealing,4,0.01,TFT,1,1
Simulated Annealing,4,0.01,TitForTwoTats,0.455,0
Simulated Annealing,4,0.01,ShortTermTitForTat,1,1
Simulated Annealing,4,0.01,AlwaysDefect,0.01,0
Simulated Annealing,4,0.01,AlwaysCooperate,1,1
Simulated Annealing,4,0.01,RandomStrategy,0.25,0
Simulated Annealing,4,0.01,GrimTrigger,0.995,0
Simulated Annealing,4,0.01,ZDGTFT2,1,1
